1000	0.01	5.881	2.94
1500	0.01	18.177	7.005
2000	0.019	24.003	11.583
2500	0.016	36.068	17.786
3000	0.019	51.936	26.077
3500	0.027	70.751	34.924
4000	0.027	100.724	46.062
4500	0.026	117.014	60.532
5000	0.03	145.488	77.38
5500	0.033	186.985	93.906
6000	0.036	214.105	102.782
6500	0.039	244.22	122.225
7000	0.042	290.246	141.453
7500	0.045	333.311	161.749
8000	0.048	374.395	185.511
8500	0.05	422.633	208.898
9000	0.053	477.841	236.447
9500	0.057	535.591	269.096
10000	0.06	615.408	291.998
